year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob
"2015","BRAZIL","SANTOS","CANEX EXPORTACAO LTDA","CANEX EXPORTACAO LTDA","CAPE VERDE","CAPE VERDE","5135.1975","253860"
"2015","BRAZIL","SANTOS","CANEX EXPORTACAO LTDA","CANEX EXPORTACAO LTDA","CAPE VERDE","CAPE VERDE","2054.079","94406"
"2015","BRAZIL","SUAPE","USINA TRAPICHE S/A","USINA TRAPICHE S/A","CAPE VERDE","CAPE VERDE","3286.5264","167629"
"2015","BRAZIL","GUAJARA-MIRIM","M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS","M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS","BOLIVIA","BOLIVIA","31395.304206","1815157"
"2015","BRAZIL","GUAJARA-MIRIM","COIMBRA IMPORTACAO E EXPORTACAO","COIMBRA IMPORTACAO E EXPORTACAO","BOLIVIA","BOLIVIA","7391.869551","391809"
"2015","BRAZIL","CORUMBA","ATACADO FERNANDES DE GENEROS ALIMENTICIOS IMPORTADORA E EXP","ATACADO FERNANDES DE GENEROS ALIMENTICIOS IMPORTADORA E EXP","BOLIVIA","BOLIVIA","3263.7033","154647"
"2015","BRAZIL","GUAJARA-MIRIM","RUI DE QUEIROZ LOPES DA SILVA - ME","RUI DE QUEIROZ LOPES DA SILVA - ME","BOLIVIA","BOLIVIA","13803.41088","840036"
"2015","BRAZIL","SANTOS","JALLES MACHADO","JALLES MACHADO","BELGIUM","EUROPEAN UNION","28354.0880925","2766072"
"2015","BRAZIL","SANTOS","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","BANGLADESH","BANGLADESH","752353.2667512","29667518"
"2015","BRAZIL","SANTOS","ENERGY COMERCIAL IMPORTADORA E EXPORTADORA LTDA","ENERGY COMERCIAL IMPORTADORA E EXPORTADORA LTDA","BAHAMAS","BAHAMAS","2277.8823186","192526"
"2015","BRAZIL","SANTOS","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","SAUDI ARABIA","SAUDI ARABIA","3989552.6028294","155717567"
"2015","BRAZIL","SANTOS","USINA SANTA FE S/A.","USINA SANTA FE S/A.","SAUDI ARABIA","SAUDI ARABIA","43135.659","2015389"
"2015","BRAZIL","SUAPE","USINA SAO JOSE","USINA SAO JOSE","SAUDI ARABIA","SAUDI ARABIA","12324.474","639414"
