year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob
"2019","ARGENTINA","BUENOS AIRES","ACRIBA S A","ACRIBA S A","TURKEY","TURKEY","535.159","758735.06"
"2019","ARGENTINA","MENDOZA","SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA","SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA","CHILE","CHILE","532","111314"
"2019","ARGENTINA","BUENOS AIRES","ENRIQUE M.BAYA CASAL S.A.","ENRIQUE M.BAYA CASAL S.A.","PAKISTAN","PAKISTAN","528","419052.48"
"2019","ARGENTINA","SANTA FE","ALGODONERA AVELLANEDA S.A. X","VICENTIN","SPAIN","EUROPEAN UNION","509.32","132423.2"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","TURKEY","TURKEY","502.9200000000001","688786.0700000001"
"2019","ARGENTINA","SANTA FE","ALGODONERA AVELLANEDA S.A. X","VICENTIN","URUGUAY","URUGUAY","500.5","75075"
"2019","ARGENTINA","SANTA FE","ALGODONERA AVELLANEDA S.A. X","VICENTIN","PARAGUAY","PARAGUAY","499.46000000000004","62432.5"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","CHINA (MAINLAND)","CHINA (MAINLAND)","495.46999999999997","722228.8200000001"
"2019","ARGENTINA","SANTA FE","VICENTIN SAIC.","VICENTIN","SPAIN","EUROPEAN UNION","487.44","126734.4"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","VIETNAM","VIETNAM","478.29","686780.09"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","MALTA","EUROPEAN UNION","478.17999999999995","686323.6200000001"
"2019","ARGENTINA","BUENOS AIRES","MINERA DEL NORTE S A","MINERA DEL NORTE S A","JAPAN","JAPAN","457.05999999999995","732694.99"
"2019","ARGENTINA","BUENOS AIRES","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","VIETNAM","VIETNAM","441.42","342550.75"
"2019","ARGENTINA","BUENOS AIRES","ALGOSERVICIOS SA","ALGOSERVICIOS SA","PAKISTAN","PAKISTAN","425.69","415532.54000000004"
"2019","ARGENTINA","BUENOS AIRES","GOJAM S A","GOJAM S A","THAILAND","THAILAND","408.70000000000005","324368.83999999997"
"2019","ARGENTINA","BUENOS AIRES","ALGOSERVICIOS SA","ALGOSERVICIOS SA","SINGAPORE","SINGAPORE","405.83","502430.04000000004"
"2019","ARGENTINA","ROSARIO","SACEIF LOUIS DREYFUS Y CIA LTDA","LOUIS DREYFUS","CHINA (MAINLAND)","CHINA (MAINLAND)","399.904","599501.44"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","CHINA (MAINLAND)","CHINA (MAINLAND)","391.58000000000004","427878.47000000003"
"2019","ARGENTINA","BUENOS AIRES","AGROPECUARIA DON DAVID S A","AGROPECUARIA DON DAVID S A","VIETNAM","VIETNAM","383.94","503629.45"
"2019","ARGENTINA","BUENOS AIRES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","MOROCCO","MOROCCO","370.55","432965.43999999994"
"2019","ARGENTINA","BUENOS AIRES","KALBERMATTER LUIS VICENTE","KALBERMATTER LUIS VICENTE","VIETNAM","VIETNAM","342.067","407215.59"
"2019","ARGENTINA","BUENOS AIRES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","COLOMBIA","COLOMBIA","308.32","265870.21"
"2019","ARGENTINA","BUENOS AIRES","GOJAM S A","GOJAM S A","NETHERLANDS","EUROPEAN UNION","306.58","371737.45"
"2019","ARGENTINA","BUENOS AIRES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","VIETNAM","VIETNAM","303.89","241185.34000000003"
"2019","ARGENTINA","BUENOS AIRES","SAFICO SA","SAFICO SA","SINGAPORE","SINGAPORE","300.76","469511.43"
"2019","ARGENTINA","BUENOS AIRES","DE PAMPHILIS HNOS S R L","DE PAMPHILIS HNOS S R L","MALAYSIA","MALAYSIA","299.04","369188.80999999994"
"2019","ARGENTINA","BUENOS AIRES","INCOTEX SRL","INCOTEX SRL","THAILAND","THAILAND","296.599","330583.24"
"2019","ARGENTINA","BUENOS AIRES","ANTA EXPO S A","ANTA EXPO S A","PAKISTAN","PAKISTAN","294.5","308396"
"2019","ARGENTINA","BUENOS AIRES","BUYATTI SAICA","BUYATTI SAICA","COLOMBIA","COLOMBIA","282.35","407611.57000000007"
"2019","ARGENTINA","BUENOS AIRES","ACRIBA S A","ACRIBA S A","INDONESIA","INDONESIA","275.68","317576.99"
"2019","ARGENTINA","SANTA FE","BUYANOR S A","BUYANOR S A","CHILE","CHILE","272.308","591222.65"
"2019","ARGENTINA","BUENOS AIRES","AGROGANADERA MARTIN HERMANOS SA","AGROGANADERA MARTIN HERMANOS SA","JAPAN","JAPAN","267.46","412744.27999999997"
"2019","ARGENTINA","CAMPANA","MINERA DEL NORTE S A","MINERA DEL NORTE S A","BRAZIL","BRAZIL","264.72","63268.08"
"2019","ARGENTINA","BUENOS AIRES","BUYATTI SAICA","BUYATTI SAICA","INDONESIA","INDONESIA","256.1","374649.59"
"2019","ARGENTINA","BUENOS AIRES","GRIFERIA RODDEX SA.","GRIFERIA RODDEX SA.","MALTA","EUROPEAN UNION","252.91","313072.23"
"2019","ARGENTINA","BUENOS AIRES","ALGOSERVICIOS SA","ALGOSERVICIOS SA","MOROCCO","MOROCCO","252.68","328663.4"
"2019","ARGENTINA","BUENOS AIRES","ALGOSERVICIOS SA","ALGOSERVICIOS SA","INDONESIA","INDONESIA","252.33000000000004","329883.06"
"2019","ARGENTINA","BUENOS AIRES","KATHE S A","KATHE S A","VIETNAM","VIETNAM","251.33","299203.34"
"2019","ARGENTINA","BUENOS AIRES","INCOTEX SRL","INCOTEX SRL","TURKEY","TURKEY","248.72","249460.74"
"2019","ARGENTINA","ROSARIO","SACEIF LOUIS DREYFUS Y CIA LTDA","LOUIS DREYFUS","INDIA","INDIA","243.396","342674.76"
"2019","ARGENTINA","ROSARIO","SACEIF LOUIS DREYFUS Y CIA LTDA","LOUIS DREYFUS","BRAZIL","BRAZIL","239.75","361568.91"
"2019","ARGENTINA","NEUQUEN","EL ABUELO S A E F","EL ABUELO S A E F","CHILE","CHILE","234.8","32872"
"2019","ARGENTINA","BUENOS AIRES","PAMPA DEL CIELO S R L","PAMPA DEL CIELO S R L","PAKISTAN","PAKISTAN","234.49","217121.78999999998"
"2019","ARGENTINA","BUENOS AIRES","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","INDONESIA","INDONESIA","232.3","180269.45"
"2019","ARGENTINA","BUENOS AIRES","BUYATTI SAICA","BUYATTI SAICA","MOROCCO","MOROCCO","232.22000000000003","345586.07"
"2019","ARGENTINA","BUENOS AIRES","CAMSA S A","CAMSA S A","PAKISTAN","PAKISTAN","228.01","295561.31"
"2019","ARGENTINA","BUENOS AIRES","MINERA DEL NORTE S A","MINERA DEL NORTE S A","VIETNAM","VIETNAM","227.2","364394.94"
"2019","ARGENTINA","CAMPANA","MINERA DEL NORTE S A","MINERA DEL NORTE S A","MOROCCO","MOROCCO","223.92000000000002","53516.88"
"2019","ARGENTINA","BUENOS AIRES","MARTIN RAFAEL RAIMUNDO","MARTIN RAFAEL RAIMUNDO","TURKEY","TURKEY","223.87","296126.27999999997"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","COLOMBIA","COLOMBIA","216.92","315067.99"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","TURKEY","TURKEY","211.66","213643.05"
"2019","ARGENTINA","SANTA FE","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","CHINA (HONG KONG)","CHINA (HONG KONG)","209.76999999999998","298277.19999999995"
"2019","ARGENTINA","SANTA FE","VICENTIN SAIC.","VICENTIN","OMAN","OMAN","207.5","37092.7"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","THAILAND","THAILAND","203.86","161794.72"
"2019","ARGENTINA","BUENOS AIRES","ACRIBA S A","ACRIBA S A","VIETNAM","VIETNAM","203.03199999999998","299891.55"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","CHINA (HONG KONG)","CHINA (HONG KONG)","202.21","308176.12"
"2019","ARGENTINA","BUENOS AIRES","ROLLYCOTTON SAS","ROLLYCOTTON SAS","INDONESIA","INDONESIA","198.84","105206.97"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","THAILAND","THAILAND","194.69","219708.22999999998"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","BRAZIL","BRAZIL","194.22","280991.44"
"2019","ARGENTINA","BUENOS AIRES","KALBERMATTER LUIS VICENTE","KALBERMATTER LUIS VICENTE","SINGAPORE","SINGAPORE","193.5","290079.72"
"2019","ARGENTINA","BUENOS AIRES","KALBERMATTER LUIS VICENTE","KALBERMATTER LUIS VICENTE","CHINA (HONG KONG)","CHINA (HONG KONG)","193.5","290079.72"
"2019","ARGENTINA","SAN LORENZO","ALGODONERA AVELLANEDA S.A. X","VICENTIN","BRAZIL","BRAZIL","186.1","37296.71000000001"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","NETHERLANDS","EUROPEAN UNION","172.14","254816.03999999998"
"2019","ARGENTINA","BUENOS AIRES","BURATOVICH HERMANOS S.A.C.A.F.I.T.","BURATOVICH HERMANOS S.A.C.A.F.I.T.","TURKEY","TURKEY","158.47","246303.58000000002"
"2019","ARGENTINA","BUENOS AIRES","COTONE S A","COTONE S A","MOROCCO","MOROCCO","155.64","226749.4"
"2019","ARGENTINA","BUENOS AIRES","TIPOITI SATIC.","TIPOITI SATIC.","MALTA","EUROPEAN UNION","152.4","173030.39"
"2019","ARGENTINA","BUENOS AIRES","OVERSEAS PROPERTIES S A","OVERSEAS PROPERTIES S A","PAKISTAN","PAKISTAN","150.98000000000002","169753.77000000002"
"2019","ARGENTINA","CAMPANA","CATASUS ANCHORENA ANDRES RAMON","CATASUS ANCHORENA ANDRES RAMON","BRAZIL","BRAZIL","150","18750"
"2019","ARGENTINA","BUENOS AIRES","ACRIBA S A","ACRIBA S A","MOROCCO","MOROCCO","149.852","218781"
"2019","ARGENTINA","BUENOS AIRES","MARTIN RAFAEL RAIMUNDO","MARTIN RAFAEL RAIMUNDO","PAKISTAN","PAKISTAN","149.45999999999998","229402.27000000002"
"2019","ARGENTINA","BUENOS AIRES","BUYATTI SAICA","BUYATTI SAICA","INDIA","INDIA","148.57999999999998","187628.63"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","THAILAND","THAILAND","148.43","210538.2"
"2019","ARGENTINA","BUENOS AIRES","ANTA EXPO S A","ANTA EXPO S A","VIETNAM","VIETNAM","147.70000000000002","151413.03"
"2019","ARGENTINA","BUENOS AIRES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","MALTA","EUROPEAN UNION","147.23","168783.01"
"2019","ARGENTINA","BUENOS AIRES","AGROGANADERA MARTIN HERMANOS SA","AGROGANADERA MARTIN HERMANOS SA","CHINA (MAINLAND)","CHINA (MAINLAND)","147","226850.39999999997"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","PAKISTAN","PAKISTAN","144.3","143552.53"
"2019","ARGENTINA","CAMPANA","INVERSIONES PRIVADAS DEL NORTE S A","INVERSIONES PRIVADAS DEL NORTE S A","PAKISTAN","PAKISTAN","135","181548.81"
"2019","ARGENTINA","CLORINDA","GENSUS S A","GENSUS S A","PARAGUAY","PARAGUAY","131.7","201000"
"2019","ARGENTINA","BUENOS AIRES","MARTIN RAFAEL RAIMUNDO","MARTIN RAFAEL RAIMUNDO","VIETNAM","VIETNAM","130","189154.65"
"2019","ARGENTINA","BUENOS AIRES","ACRIBA S A","ACRIBA S A","PAKISTAN","PAKISTAN","129.596","180710.37"
"2019","ARGENTINA","BUENOS AIRES","SOGICO SA","SOGICO SA","BRAZIL","BRAZIL","125.73","163538.27"
"2019","ARGENTINA","BUENOS AIRES","PAMPA DEL CIELO S R L","PAMPA DEL CIELO S R L","VIETNAM","VIETNAM","125.10000000000001","159961.38"
"2019","ARGENTINA","BUENOS AIRES","INDARA AGROPECUARIA S A","INDARA AGROPECUARIA S A","VIETNAM","VIETNAM","123.53","177017.25"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","SPAIN","EUROPEAN UNION","123.3","164455.45"
"2019","ARGENTINA","SAN LORENZO","ALGODONERA AVELLANEDA S.A. X","VICENTIN","MOROCCO","MOROCCO","121.46000000000001","23566.25"
"2019","ARGENTINA","BUENOS AIRES","ENRIQUE M.BAYA CASAL S.A.","ENRIQUE M.BAYA CASAL S.A.","THAILAND","THAILAND","120.92","95969.37"
"2019","ARGENTINA","BUENOS AIRES","VILUCO S.A.","VILUCO S.A.","PAKISTAN","PAKISTAN","120.61","142254.67"
"2019","ARGENTINA","SANTA FE","BUYANOR S A","BUYANOR S A","URUGUAY","URUGUAY","112.81450000000001","235675.52"
"2019","ARGENTINA","UNKNOWN PORT ARGENTINA","ORO VERDE S A","ORO VERDE S A","CHILE","CHILE","112.08","23536.8"
"2019","ARGENTINA","BUENOS AIRES","AGROPECUARIA DON DAVID S A","AGROPECUARIA DON DAVID S A","CHINA (MAINLAND)","CHINA (MAINLAND)","111.75999999999999","146600.06"
"2019","ARGENTINA","BUENOS AIRES","CAMSA S A","CAMSA S A","THAILAND","THAILAND","103.06","141453.63999999998"
"2019","ARGENTINA","BUENOS AIRES","DE PAMPHILIS HNOS S R L","DE PAMPHILIS HNOS S R L","SINGAPORE","SINGAPORE","102.58","126643.22"
"2019","ARGENTINA","BUENOS AIRES","COTONE S A","COTONE S A","INDONESIA","INDONESIA","101.96000000000001","155098.91"
"2019","ARGENTINA","BUENOS AIRES","SOGICO SA","SOGICO SA","MALTA","EUROPEAN UNION","101.58","132126.13"
"2019","ARGENTINA","BUENOS AIRES","VILUCO S.A.","VILUCO S.A.","THAILAND","THAILAND","101.11","117026.74"
"2019","ARGENTINA","BUENOS AIRES","COTONE S A","COTONE S A","TURKEY","TURKEY","100.98","148042.64"
"2019","ARGENTINA","BUENOS AIRES","ROLLYCOTTON SAS","ROLLYCOTTON SAS","VIETNAM","VIETNAM","100.9","107815.95999999999"
"2019","ARGENTINA","SAN LORENZO","ALGODONERA AVELLANEDA S.A. X","VICENTIN","UNITED ARAB EMIRATES","UNITED ARAB EMIRATES","100.18","17756.91"
"2019","ARGENTINA","BUENOS AIRES","CZYRUK HNOS S R L","CZYRUK HNOS S R L","SINGAPORE","SINGAPORE","100","147700"
"2019","ARGENTINA","UNKNOWN PORT ARGENTINA","INCOTEX SRL","INCOTEX SRL","BOLIVIA","BOLIVIA","99.65","159440"
"2019","ARGENTINA","BUENOS AIRES","COTONE S A","COTONE S A","VIETNAM","VIETNAM","99.63","151823.67"
"2019","ARGENTINA","BUENOS AIRES","MAYTOM AGROINVERSIONES SA","MAYTOM AGROINVERSIONES SA","VIETNAM","VIETNAM","99.25999999999999","131297.15"
"2019","ARGENTINA","BUENOS AIRES","ANTA EXPO S A","ANTA EXPO S A","TURKEY","TURKEY","98.4","78095.75"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","INDONESIA","INDONESIA","94.09","128607.11"
"2019","ARGENTINA","SANTA FE","ALGODONERA AVELLANEDA S.A. X","VICENTIN","URUGUAY","URUGUAY","93.844443506","62823.520000000004"
"2019","ARGENTINA","BUENOS AIRES","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","FONDO FIDUCIARIO PROVINCIAL (FONFIPRO)","TAIWAN","TAIWAN","93.78","72775.16"
"2019","ARGENTINA","BUENOS AIRES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","ATANOR SOCIEDAD EN COMANDITA POR ACCIONES","CHINA (HONG KONG)","CHINA (HONG KONG)","91.88","105330.31"
"2019","ARGENTINA","BUENOS AIRES","TECOTEX S.A.C.I.F.I.Y A. X","TECOTEX S.A.C.I.F.I.Y A. X","PAKISTAN","PAKISTAN","86.43","125758.76"
"2019","ARGENTINA","MENDOZA","MOLINOS MARIMBO S A I C","MOLINOS MARIMBO S A I C","CHILE","CHILE","84.74","13558.4"
"2019","ARGENTINA","BUENOS AIRES","VILUCO S.A.","VILUCO S.A.","VIETNAM","VIETNAM","77.24","117069.77"
"2019","ARGENTINA","BUENOS AIRES","PAMPA DEL CIELO S R L","PAMPA DEL CIELO S R L","COLOMBIA","COLOMBIA","76.79","71102.32"
"2019","ARGENTINA","BUENOS AIRES","INVERSIONES PRIVADAS DEL NORTE S A","INVERSIONES PRIVADAS DEL NORTE S A","TURKEY","TURKEY","74.52","108429.29000000001"
"2019","ARGENTINA","BUENOS AIRES","BUYATTI SAICA","BUYATTI SAICA","SPAIN","EUROPEAN UNION","74.17","108737.67"
"2019","ARGENTINA","BUENOS AIRES","CORONEL HUGO ALBERTO","CORONEL HUGO ALBERTO","MALAYSIA","MALAYSIA","73.76","108950.56"
"2019","ARGENTINA","BUENOS AIRES","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","GREGORIO NUMO Y NOEL WERTHEIN S.A.A.GCEI.","VIETNAM","VIETNAM","73.23","104130.65"
"2019","ARGENTINA","BUENOS AIRES","AGROGANADERA MARTIN HERMANOS SA","AGROGANADERA MARTIN HERMANOS SA","VIETNAM","VIETNAM","73.04","112715.33"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","MALAYSIA","MALAYSIA","71.93","110448.79"
"2019","ARGENTINA","BUENOS AIRES","TECOTEX S.A.C.I.F.I.Y A. X","TECOTEX S.A.C.I.F.I.Y A. X","TURKEY","TURKEY","71.39","99160.71"
"2019","ARGENTINA","BUENOS AIRES","AGROPECUARIA DON DAVID S A","AGROPECUARIA DON DAVID S A","SPAIN","EUROPEAN UNION","70.34","92267.79"
"2019","ARGENTINA","BUENOS AIRES","INVERSIONES PRIVADAS DEL NORTE S A","INVERSIONES PRIVADAS DEL NORTE S A","CHINA (MAINLAND)","CHINA (MAINLAND)","68.14","94639.51"
"2019","ARGENTINA","BUENOS AIRES","ROMA SALA JOSE","ROMA SALA JOSE","VIETNAM","VIETNAM","51.99","75647.32"
"2019","ARGENTINA","BUENOS AIRES","COTONE S A","COTONE S A","CHINA (MAINLAND)","CHINA (MAINLAND)","50.61","74197.25"
"2019","ARGENTINA","BUENOS AIRES","SOGICO SA","SOGICO SA","MOROCCO","MOROCCO","50.480000000000004","65659.84"
"2019","ARGENTINA","BUENOS AIRES","TIPOITI SATIC.","TIPOITI SATIC.","BELGIUM","EUROPEAN UNION","50.256","59529.55"
"2019","ARGENTINA","BUENOS AIRES","ALGOSERVICIOS SA","ALGOSERVICIOS SA","THAILAND","THAILAND","49.96","39668.24"
"2019","ARGENTINA","BUENOS AIRES","CZYRUK HNOS S R L","CZYRUK HNOS S R L","NETHERLANDS","EUROPEAN UNION","49.88","73676.75"
"2019","ARGENTINA","BUENOS AIRES","MINERA DEL NORTE S A","MINERA DEL NORTE S A","CHINA (MAINLAND)","CHINA (MAINLAND)","49.14","78953.24"
"2019","ARGENTINA","BUENOS AIRES","ROLLYCOTTON SAS","ROLLYCOTTON SAS","THAILAND","THAILAND","49.072","26504.03"
"2019","ARGENTINA","BUENOS AIRES","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA","MOROCCO","MOROCCO","48.85","70001.56"
"2019","ARGENTINA","BUENOS AIRES","MARTIN RAFAEL RAIMUNDO","MARTIN RAFAEL RAIMUNDO","INDONESIA","INDONESIA","46.92","69679.9"
"2019","ARGENTINA","BUENOS AIRES","TECOTEX S.A.C.I.F.I.Y A. X","TECOTEX S.A.C.I.F.I.Y A. X","COLOMBIA","COLOMBIA","46.72","65404.26"
"2019","ARGENTINA","BUENOS AIRES","TECOTEX S.A.C.I.F.I.Y A. X","TECOTEX S.A.C.I.F.I.Y A. X","INDONESIA","INDONESIA","46.26","64255.14"
"2019","ARGENTINA","SANTA FE","VICENTIN SAIC.","VICENTIN","URUGUAY","URUGUAY","29.977777478","20504.8"
"2019","ARGENTINA","BUENOS AIRES","SCHOTT DAVID OSVALDO","SCHOTT DAVID OSVALDO","VIETNAM","VIETNAM","29.11","45557.15"
"2019","ARGENTINA","BUENOS AIRES","MARTIN RAFAEL RAIMUNDO","MARTIN RAFAEL RAIMUNDO","CHINA (MAINLAND)","CHINA (MAINLAND)","26","38260.83"
"2019","ARGENTINA","BUENOS AIRES","ALGODONERA AVELLANEDA S.A. X","VICENTIN","MOROCCO","MOROCCO","24.91","35146.62"
"2019","ARGENTINA","BUENOS AIRES","MAYTOM AGROINVERSIONES SA","MAYTOM AGROINVERSIONES SA","INDONESIA","INDONESIA","24.73","32711.85"
"2019","ARGENTINA","BUENOS AIRES","ENRIQUE M.BAYA CASAL S.A.","ENRIQUE M.BAYA CASAL S.A.","VIETNAM","VIETNAM","23.22","18428.79"
"2019","ARGENTINA","BUENOS AIRES","SCHOTT DAVID OSVALDO","SCHOTT DAVID OSVALDO","PAKISTAN","PAKISTAN","22.89","35822.85"
"2019","ARGENTINA","SANTA FE","ALGODONERA AVELLANEDA S.A. X","VICENTIN","URUGUAY","URUGUAY","21.997700000000002","46142.8"
"2019","ARGENTINA","BUENOS AIRES","TIPOITI SATIC.","TIPOITI SATIC.","GERMANY","EUROPEAN UNION","18.982","22885.63"
"2019","ARGENTINA","BUENOS AIRES","AGRONAT S A","AGRONAT S A","SINGAPORE","SINGAPORE","14.530000000000001","18579.07"
"2019","ARGENTINA","BUENOS AIRES","ENRIQUE M.BAYA CASAL S.A.","ENRIQUE M.BAYA CASAL S.A.","SINGAPORE","SINGAPORE","8.620000000000001","11022.14"
"2019","ARGENTINA","BUENOS AIRES","DEROSA JUAN CARLOS","DEROSA JUAN CARLOS","URUGUAY","URUGUAY","2.5","4530.4"
"2019","ARGENTINA","BUENOS AIRES","DELGA S.A.I.C.Y F. X","DELGA S.A.I.C.Y F. X","PARAGUAY","PARAGUAY","0.009000000000000001","26.6"
